numero_declaration,date_declaration,date_envoi_mail_info,date_envoi_mail_relance,date_prorogation,statut_actif,date_desactivation,id_declarant,guid,Civilite_declarant,nom_declarant,prenom_declarant,adresse_mail_declarant,adresse_declarant,cp_declarant,ville_declarant,Pays_declarant,societe_declarant,numero_siret_declarant,id_declaration,id_demande_guichet,compte_parisien,Type_residence,totalite_local,numero_voirie,indice_repetition,adresse_meuble,gps_meuble,id_poi_adresse_meuble,cp_meuble,etage,batiment,escalier,numero_appart,numero_invariant,nombre_pieces,nombre_lits,partie_local,date_classement,Niveau_classement,autre_reconnaissance,code_rivoli,adresseNormalise,Identification_parcelle,Quartier,IDBA
7510175586614,20/4/2023,5/12/2023,,,True,,962,618497-xxxx-yyyy-zzzz-3161,Madame,Nom1127,Prénom2781,email3742@test.com,39 Rue Fictive,75048,Paris,France,,,433513,386286,True,Principale,False,50,,2 Rue Imaginaire,,,75135,4,,,3,,1,5,False,,5 étoiles,,3874,39 Avenue Virtuelle,751042XX7187,12,46662
7510113388556,9/1/2023,19/1/2023,,,True,,989,404761-xxxx-yyyy-zzzz-1715,Monsieur,Nom3452,Prénom726,email2378@test.com,80 Rue Fictive,75355,Paris,France,,,446136,279561,True,Secondaire,False,22,,41 Rue Imaginaire,,,75644,9,,,36,,2,1,True,,5 étoiles,,3370,23 Avenue Virtuelle,751050XX8338,8,85938
7510171166424,2/9/2023,13/1/2023,,,True,,1522,240761-xxxx-yyyy-zzzz-8841,Madame,Nom2106,Prénom985,email4970@test.com,66 Rue Fictive,75264,Paris,France,,,428466,607562,True,Secondaire,False,66,,31 Rue Imaginaire,,,75749,0,,,35,,1,1,False,,3 étoiles,,8601,95 Avenue Virtuelle,751090XX2190,15,31998
7510157167733,25/7/2023,25/7/2023,,,True,,2313,276478-xxxx-yyyy-zzzz-8060,Monsieur,Nom3850,Prénom3179,email4620@test.com,59 Rue Fictive,75481,Paris,France,,,307344,821695,True,Secondaire,False,45,,40 Rue Imaginaire,,,75656,7,,,34,,5,3,True,,4 étoiles,,1738,80 Avenue Virtuelle,751062XX3152,13,83555
7510173327863,14/7/2023,9/10/2023,,,True,,4134,553645-xxxx-yyyy-zzzz-4242,Monsieur,Nom3979,Prénom1490,email950@test.com,29 Rue Fictive,75251,Paris,France,,,742841,963144,True,Principale,False,95,,20 Rue Imaginaire,,,75910,5,,,10,,5,1,False,,5 étoiles,,5666,62 Avenue Virtuelle,751015XX6268,13,21428
7510152326116,20/8/2023,7/10/2023,,,True,,2442,501318-xxxx-yyyy-zzzz-8796,Monsieur,Nom2937,Prénom3410,email1563@test.com,92 Rue Fictive,75630,Paris,France,,,268497,835368,False,Principale,True,32,,73 Rue Imaginaire,,,75592,1,,,13,,5,1,False,,4 étoiles,,2393,94 Avenue Virtuelle,751037XX8457,17,51145
7510129306529,27/10/2023,16/7/2023,,,False,,454,443887-xxxx-yyyy-zzzz-8915,Monsieur,Nom3128,Prénom1708,email1892@test.com,96 Rue Fictive,75153,Paris,France,,,944072,687416,True,Location,True,72,,82 Rue Imaginaire,,,75815,1,,,28,,5,4,False,,5 étoiles,,9009,89 Avenue Virtuelle,751093XX9238,12,78390
7510198475556,9/4/2023,10/9/2023,,,False,,2211,994987-xxxx-yyyy-zzzz-7140,Monsieur,Nom2316,Prénom2992,email3441@test.com,31 Rue Fictive,75842,Paris,France,,,556598,579256,False,Location,False,12,,52 Rue Imaginaire,,,75926,9,,,37,,3,5,False,,Non classé,,8177,18 Avenue Virtuelle,751041XX9836,9,63788
7510176870950,4/8/2023,2/3/2023,,,True,,746,940340-xxxx-yyyy-zzzz-9824,Monsieur,Nom2844,Prénom3150,email1543@test.com,47 Rue Fictive,75048,Paris,France,,,500683,327073,True,Principale,True,23,,67 Rue Imaginaire,,,75945,3,,,9,,1,4,False,,4 étoiles,,4828,29 Avenue Virtuelle,751092XX3145,7,90968
7510162343684,2/10/2023,18/8/2023,,,False,,324,758319-xxxx-yyyy-zzzz-8877,Monsieur,Nom2135,Prénom926,email1303@test.com,48 Rue Fictive,75561,Paris,France,,,422156,335846,True,Location,True,45,,44 Rue Imaginaire,,,75088,3,,,21,,1,2,False,,4 étoiles,,4504,81 Avenue Virtuelle,751097XX5150,9,90297
7510180302987,23/8/2023,14/7/2023,,,True,,1012,822925-xxxx-yyyy-zzzz-8053,Monsieur,Nom3694,Prénom2560,email983@test.com,74 Rue Fictive,75622,Paris,France,,,321277,287313,False,Location,True,52,,35 Rue Imaginaire,,,75433,4,,,27,,3,3,True,,Non classé,,8382,27 Avenue Virtuelle,751022XX7428,5,60760
7510166652759,14/1/2023,20/10/2023,,,False,,280,422350-xxxx-yyyy-zzzz-1640,Madame,Nom3446,Prénom600,email819@test.com,78 Rue Fictive,75539,Paris,France,,,481483,318221,True,Location,False,46,,59 Rue Imaginaire,,,75313,0,,,8,,3,5,True,,4 étoiles,,9605,80 Avenue Virtuelle,751093XX6928,20,12005
7510156707750,10/3/2023,2/5/2023,,,False,,4178,308281-xxxx-yyyy-zzzz-6709,Monsieur,Nom2675,Prénom3401,email3384@test.com,22 Rue Fictive,75073,Paris,France,,,630054,852820,False,Secondaire,True,66,,83 Rue Imaginaire,,,75898,4,,,17,,5,2,False,,3 étoiles,,2619,77 Avenue Virtuelle,751051XX3591,6,39953
7510111856554,3/8/2023,27/6/2023,,,True,,192,672182-xxxx-yyyy-zzzz-4511,Madame,Nom1563,Prénom2308,email2067@test.com,1 Rue Fictive,75086,Paris,France,,,259110,402623,False,Secondaire,False,22,,64 Rue Imaginaire,,,75349,2,,,19,,3,4,False,,Non classé,,1160,26 Avenue Virtuelle,751070XX6281,16,62445
7510172349400,21/9/2023,6/7/2023,,,False,,1386,792788-xxxx-yyyy-zzzz-3296,Monsieur,Nom3672,Prénom4016,email328@test.com,70 Rue Fictive,75219,Paris,France,,,614749,564239,True,Principale,False,23,,77 Rue Imaginaire,,,75625,4,,,30,,2,2,False,,4 étoiles,,9629,99 Avenue Virtuelle,751037XX3488,16,18877
7510182502542,7/8/2023,12/1/2023,,,False,,3462,985534-xxxx-yyyy-zzzz-4114,Monsieur,Nom754,Prénom835,email4891@test.com,85 Rue Fictive,75656,Paris,France,,,266774,446183,True,Secondaire,False,89,,89 Rue Imaginaire,,,75781,5,,,27,,1,5,False,,5 étoiles,,6213,61 Avenue Virtuelle,751066XX1823,12,18211
7510149460732,15/5/2023,13/2/2023,,,False,,115,838086-xxxx-yyyy-zzzz-1594,Monsieur,Nom1301,Prénom4123,email2805@test.com,27 Rue Fictive,75568,Paris,France,,,175018,892017,False,Secondaire,True,98,,55 Rue Imaginaire,,,75145,1,,,21,,1,5,True,,5 étoiles,,8477,44 Avenue Virtuelle,751038XX6144,17,60260
7510161442938,9/8/2023,16/1/2023,,,True,,4921,699001-xxxx-yyyy-zzzz-7756,Monsieur,Nom4996,Prénom4796,email568@test.com,60 Rue Fictive,75636,Paris,France,,,304457,728254,False,Location,True,66,,37 Rue Imaginaire,,,75049,0,,,46,,3,5,True,,Non classé,,2785,1 Avenue Virtuelle,751056XX3947,5,31256
7510148971548,21/4/2023,8/4/2023,,,True,,1389,944544-xxxx-yyyy-zzzz-6398,Monsieur,Nom951,Prénom2518,email434@test.com,43 Rue Fictive,75512,Paris,France,,,316352,901890,True,Secondaire,True,95,,38 Rue Imaginaire,,,75683,2,,,49,,2,5,False,,5 étoiles,,1865,65 Avenue Virtuelle,751022XX6724,1,72243
7510150361165,6/5/2023,18/3/2023,,,True,,4236,146541-xxxx-yyyy-zzzz-4305,Madame,Nom4059,Prénom3078,email1300@test.com,8 Rue Fictive,75689,Paris,France,,,549265,117428,True,Principale,True,20,,5 Rue Imaginaire,,,75963,8,,,42,,3,3,True,,3 étoiles,,2780,80 Avenue Virtuelle,751042XX9710,17,77908
7510176216047,4/6/2023,6/6/2023,,,True,,888,701142-xxxx-yyyy-zzzz-2466,Madame,Nom4428,Prénom4448,email777@test.com,11 Rue Fictive,75876,Paris,France,,,868389,215223,True,Secondaire,True,29,,27 Rue Imaginaire,,,75397,7,,,26,,1,3,False,,5 étoiles,,7902,35 Avenue Virtuelle,751071XX1124,1,30019
7510197480477,18/11/2023,1/1/2023,,,False,,2395,166659-xxxx-yyyy-zzzz-2564,Madame,Nom3228,Prénom950,email4915@test.com,36 Rue Fictive,75078,Paris,France,,,126040,336533,True,Location,True,19,,100 Rue Imaginaire,,,75784,1,,,34,,4,3,False,,5 étoiles,,8283,79 Avenue Virtuelle,751017XX1948,8,19161
7510102014663,16/7/2023,24/11/2023,,,False,,1072,753606-xxxx-yyyy-zzzz-2226,Monsieur,Nom4261,Prénom4112,email1784@test.com,1 Rue Fictive,75747,Paris,France,,,539994,730951,False,Location,False,83,,24 Rue Imaginaire,,,75113,8,,,2,,1,3,False,,5 étoiles,,4270,54 Avenue Virtuelle,751046XX3985,15,39739
7510188940023,10/12/2023,16/6/2023,,,False,,3774,306276-xxxx-yyyy-zzzz-5219,Monsieur,Nom2655,Prénom3068,email2066@test.com,64 Rue Fictive,75076,Paris,France,,,775796,247773,False,Principale,True,1,,41 Rue Imaginaire,,,75684,6,,,19,,5,5,False,,Non classé,,7961,95 Avenue Virtuelle,751042XX5471,13,90248
7510165895511,21/8/2023,21/12/2023,,,False,,3721,601709-xxxx-yyyy-zzzz-8470,Monsieur,Nom2462,Prénom1322,email1879@test.com,8 Rue Fictive,75161,Paris,France,,,251014,115764,False,Location,False,97,,5 Rue Imaginaire,,,75256,9,,,1,,2,2,True,,5 étoiles,,9636,88 Avenue Virtuelle,751069XX9278,11,72377
7510173600199,12/4/2023,12/4/2023,,,False,,1382,418117-xxxx-yyyy-zzzz-6481,Monsieur,Nom378,Prénom3745,email1186@test.com,37 Rue Fictive,75623,Paris,France,,,451162,292677,False,Secondaire,False,47,,24 Rue Imaginaire,,,75333,5,,,27,,4,2,True,,4 étoiles,,7621,98 Avenue Virtuelle,751034XX3486,4,21711
7510199347656,26/5/2023,11/3/2023,,,False,,4097,208851-xxxx-yyyy-zzzz-3469,Madame,Nom600,Prénom522,email3778@test.com,70 Rue Fictive,75843,Paris,France,,,887937,895949,True,Location,False,69,,84 Rue Imaginaire,,,75062,0,,,42,,2,4,False,,Non classé,,3524,29 Avenue Virtuelle,751066XX6798,7,60051
7510154328237,19/2/2023,17/7/2023,,,False,,4860,589657-xxxx-yyyy-zzzz-8225,Madame,Nom1595,Prénom1621,email327@test.com,1 Rue Fictive,75461,Paris,France,,,548599,839369,True,Secondaire,False,30,,69 Rue Imaginaire,,,75233,9,,,20,,2,4,True,,4 étoiles,,9083,47 Avenue Virtuelle,751047XX9940,9,28740
7510165936305,27/11/2023,16/9/2023,,,True,,891,180993-xxxx-yyyy-zzzz-8777,Madame,Nom4538,Prénom97,email3492@test.com,6 Rue Fictive,75715,Paris,France,,,647544,324074,True,Principale,False,66,,30 Rue Imaginaire,,,75602,8,,,4,,4,3,False,,5 étoiles,,8355,48 Avenue Virtuelle,751058XX8276,11,35845
7510154228967,26/10/2023,23/1/2023,,,False,,4123,466829-xxxx-yyyy-zzzz-6741,Madame,Nom1365,Prénom727,email1754@test.com,46 Rue Fictive,75454,Paris,France,,,342688,233821,False,Location,False,77,,18 Rue Imaginaire,,,75776,0,,,38,,2,3,True,,Non classé,,8555,75 Avenue Virtuelle,751035XX9602,16,75531
7510136342942,20/4/2023,18/2/2023,,,False,,3455,667583-xxxx-yyyy-zzzz-9735,Monsieur,Nom4344,Prénom1176,email2005@test.com,15 Rue Fictive,75684,Paris,France,,,518875,928474,False,Location,False,71,,38 Rue Imaginaire,,,75657,7,,,25,,2,1,True,,3 étoiles,,8374,28 Avenue Virtuelle,751091XX3508,5,87523
7510197220258,25/11/2023,14/6/2023,,,True,,4436,327250-xxxx-yyyy-zzzz-2558,Monsieur,Nom4057,Prénom1711,email1871@test.com,15 Rue Fictive,75668,Paris,France,,,161377,213702,False,Principale,True,28,,80 Rue Imaginaire,,,75222,10,,,30,,5,4,False,,Non classé,,8233,8 Avenue Virtuelle,751096XX4687,15,61272
7510170248219,9/9/2023,3/4/2023,,,True,,2951,193796-xxxx-yyyy-zzzz-8516,Madame,Nom2899,Prénom649,email1609@test.com,68 Rue Fictive,75500,Paris,France,,,722137,127516,True,Location,False,86,,44 Rue Imaginaire,,,75403,0,,,10,,1,3,True,,5 étoiles,,7326,87 Avenue Virtuelle,751017XX5284,19,93126
7510101188753,5/6/2023,25/5/2023,,,False,,2490,622129-xxxx-yyyy-zzzz-3011,Madame,Nom4048,Prénom1100,email4355@test.com,89 Rue Fictive,75153,Paris,France,,,340088,254208,True,Location,False,58,,63 Rue Imaginaire,,,75974,8,,,44,,5,3,True,,5 étoiles,,6815,27 Avenue Virtuelle,751086XX4495,5,83988
7510105078992,21/10/2023,18/3/2023,,,True,,1758,815864-xxxx-yyyy-zzzz-1443,Madame,Nom3248,Prénom1912,email2476@test.com,62 Rue Fictive,75887,Paris,France,,,695658,590440,False,Principale,False,53,,72 Rue Imaginaire,,,75264,1,,,18,,4,1,True,,5 étoiles,,6932,27 Avenue Virtuelle,751051XX5054,14,72043
7510180112634,5/10/2023,8/6/2023,,,False,,1348,687060-xxxx-yyyy-zzzz-1499,Monsieur,Nom721,Prénom2289,email38@test.com,43 Rue Fictive,75668,Paris,France,,,387007,737203,True,Location,False,75,,37 Rue Imaginaire,,,75596,3,,,35,,3,1,True,,Non classé,,4176,2 Avenue Virtuelle,751075XX7449,13,69464
7510197590717,4/10/2023,19/7/2023,,,True,,3578,904011-xxxx-yyyy-zzzz-7964,Madame,Nom3586,Prénom1854,email4708@test.com,97 Rue Fictive,75117,Paris,France,,,447839,852357,True,Secondaire,False,97,,39 Rue Imaginaire,,,75745,6,,,49,,4,5,True,,5 étoiles,,8588,7 Avenue Virtuelle,751041XX6742,18,97382
7510125647850,13/1/2023,24/11/2023,,,False,,131,242269-xxxx-yyyy-zzzz-9041,Monsieur,Nom619,Prénom1647,email1987@test.com,61 Rue Fictive,75366,Paris,France,,,726670,575818,True,Location,False,24,,20 Rue Imaginaire,,,75618,9,,,14,,4,5,False,,5 étoiles,,1194,23 Avenue Virtuelle,751046XX9523,2,97760
7510186611063,28/12/2023,10/1/2023,,,False,,634,468861-xxxx-yyyy-zzzz-7981,Madame,Nom1434,Prénom1011,email3560@test.com,60 Rue Fictive,75527,Paris,France,,,730544,952985,True,Principale,False,92,,73 Rue Imaginaire,,,75253,7,,,25,,1,2,True,,4 étoiles,,9816,77 Avenue Virtuelle,751054XX4809,17,69405
7510116818612,6/10/2023,20/4/2023,,,True,,3104,807474-xxxx-yyyy-zzzz-8790,Monsieur,Nom3198,Prénom3429,email655@test.com,27 Rue Fictive,75900,Paris,France,,,339949,940156,False,Secondaire,False,58,,14 Rue Imaginaire,,,75109,6,,,46,,1,3,True,,5 étoiles,,1054,27 Avenue Virtuelle,751057XX7828,3,25415
7510161661139,5/3/2023,10/7/2023,,,True,,1243,383041-xxxx-yyyy-zzzz-8674,Monsieur,Nom1160,Prénom1730,email123@test.com,54 Rue Fictive,75241,Paris,France,,,487765,120080,True,Secondaire,True,83,,39 Rue Imaginaire,,,75780,5,,,20,,3,3,False,,Non classé,,6606,47 Avenue Virtuelle,751073XX1845,3,16429
7510182537678,2/12/2023,18/4/2023,,,True,,1158,761481-xxxx-yyyy-zzzz-2417,Madame,Nom3169,Prénom2304,email3222@test.com,5 Rue Fictive,75995,Paris,France,,,846295,223073,True,Secondaire,True,13,,88 Rue Imaginaire,,,75998,3,,,8,,1,2,True,,5 étoiles,,4157,95 Avenue Virtuelle,751075XX6450,4,46492
7510141795265,16/2/2023,11/4/2023,,,False,,2459,318596-xxxx-yyyy-zzzz-7806,Madame,Nom236,Prénom3992,email2031@test.com,88 Rue Fictive,75602,Paris,France,,,230711,422558,True,Principale,False,10,,13 Rue Imaginaire,,,75138,8,,,35,,3,5,True,,3 étoiles,,6474,10 Avenue Virtuelle,751039XX4134,12,48880
7510107421440,22/4/2023,16/11/2023,,,True,,3414,833928-xxxx-yyyy-zzzz-8180,Madame,Nom1820,Prénom371,email1368@test.com,28 Rue Fictive,75141,Paris,France,,,978540,386086,False,Secondaire,True,48,,97 Rue Imaginaire,,,75454,8,,,16,,2,2,True,,4 étoiles,,7361,31 Avenue Virtuelle,751051XX2283,14,93483
7510180669216,24/2/2023,5/5/2023,,,True,,2654,406718-xxxx-yyyy-zzzz-9749,Monsieur,Nom1816,Prénom1774,email2293@test.com,82 Rue Fictive,75973,Paris,France,,,550885,749564,False,Principale,False,2,,98 Rue Imaginaire,,,75400,3,,,25,,3,4,False,,5 étoiles,,6338,54 Avenue Virtuelle,751073XX6969,3,25010
7510129893245,3/10/2023,11/8/2023,,,True,,2100,358254-xxxx-yyyy-zzzz-1402,Monsieur,Nom303,Prénom418,email2399@test.com,64 Rue Fictive,75131,Paris,France,,,418286,510383,False,Secondaire,False,60,,93 Rue Imaginaire,,,75589,6,,,2,,2,1,True,,4 étoiles,,8025,31 Avenue Virtuelle,751030XX1266,14,24798
7510198780776,6/3/2023,28/1/2023,,,False,,843,109247-xxxx-yyyy-zzzz-4020,Madame,Nom3431,Prénom3191,email2202@test.com,3 Rue Fictive,75381,Paris,France,,,426628,493638,True,Principale,True,58,,32 Rue Imaginaire,,,75774,2,,,49,,4,2,False,,3 étoiles,,2232,8 Avenue Virtuelle,751080XX6179,9,47419
7510117198276,8/10/2023,20/11/2023,,,True,,1704,967039-xxxx-yyyy-zzzz-1644,Madame,Nom163,Prénom4331,email3590@test.com,56 Rue Fictive,75050,Paris,France,,,600191,171314,True,Secondaire,False,37,,53 Rue Imaginaire,,,75591,10,,,28,,5,2,True,,Non classé,,5949,77 Avenue Virtuelle,751036XX7093,8,79157
7510198582290,13/7/2023,26/2/2023,,,False,,2075,758673-xxxx-yyyy-zzzz-6655,Madame,Nom2830,Prénom1930,email238@test.com,23 Rue Fictive,75698,Paris,France,,,663342,695184,True,Location,True,1,,65 Rue Imaginaire,,,75825,3,,,25,,4,3,False,,Non classé,,5667,45 Avenue Virtuelle,751018XX3275,19,14777
7510180961817,12/1/2023,16/2/2023,,,True,,1506,237819-xxxx-yyyy-zzzz-5316,Madame,Nom2014,Prénom3753,email3726@test.com,50 Rue Fictive,75106,Paris,France,,,481556,639052,False,Principale,True,86,,76 Rue Imaginaire,,,75788,9,,,25,,5,1,True,,4 étoiles,,3191,9 Avenue Virtuelle,751072XX4598,11,33720
7510140363343,2/3/2023,13/10/2023,,,True,,900,877075-xxxx-yyyy-zzzz-8427,Monsieur,Nom4456,Prénom211,email1404@test.com,19 Rue Fictive,75361,Paris,France,,,664096,530110,False,Secondaire,False,81,,3 Rue Imaginaire,,,75598,5,,,49,,1,2,False,,4 étoiles,,5124,19 Avenue Virtuelle,751041XX8518,15,94651
7510188467318,7/9/2023,25/10/2023,,,True,,4267,579780-xxxx-yyyy-zzzz-5552,Monsieur,Nom1912,Prénom2983,email971@test.com,41 Rue Fictive,75124,Paris,France,,,903496,646255,True,Location,False,1,,6 Rue Imaginaire,,,75166,4,,,43,,1,2,False,,3 étoiles,,8417,86 Avenue Virtuelle,751045XX3237,11,39832
7510172727160,21/8/2023,18/2/2023,,,True,,2087,185550-xxxx-yyyy-zzzz-7471,Monsieur,Nom4277,Prénom770,email2108@test.com,44 Rue Fictive,75769,Paris,France,,,478498,458097,True,Location,True,19,,90 Rue Imaginaire,,,75579,9,,,12,,1,2,False,,5 étoiles,,6862,4 Avenue Virtuelle,751016XX7091,5,30488
7510128402517,10/9/2023,1/6/2023,,,False,,2355,746220-xxxx-yyyy-zzzz-6615,Monsieur,Nom4741,Prénom2498,email4047@test.com,51 Rue Fictive,75666,Paris,France,,,430088,539001,False,Principale,False,63,,29 Rue Imaginaire,,,75580,9,,,45,,1,4,True,,Non classé,,6557,90 Avenue Virtuelle,751030XX4520,8,68359
7510132074750,15/9/2023,23/4/2023,,,True,,3631,283849-xxxx-yyyy-zzzz-5276,Madame,Nom2843,Prénom3126,email4677@test.com,57 Rue Fictive,75992,Paris,France,,,720226,478412,False,Principale,False,32,,60 Rue Imaginaire,,,75127,10,,,13,,3,1,True,,Non classé,,8354,5 Avenue Virtuelle,751074XX1560,5,78459
7510184866657,1/6/2023,7/2/2023,,,False,,268,420945-xxxx-yyyy-zzzz-2526,Madame,Nom4178,Prénom1366,email3450@test.com,27 Rue Fictive,75189,Paris,France,,,953857,233336,False,Principale,True,84,,80 Rue Imaginaire,,,75056,2,,,33,,5,3,False,,4 étoiles,,8920,56 Avenue Virtuelle,751096XX7065,4,77597
7510159638196,27/8/2023,7/9/2023,,,True,,3997,485207-xxxx-yyyy-zzzz-7679,Madame,Nom1118,Prénom541,email687@test.com,93 Rue Fictive,75993,Paris,France,,,573042,915982,False,Principale,True,13,,84 Rue Imaginaire,,,75942,6,,,8,,5,5,False,,5 étoiles,,9615,11 Avenue Virtuelle,751013XX3648,14,24226
7510148396357,6/2/2023,16/8/2023,,,True,,4746,535165-xxxx-yyyy-zzzz-8258,Monsieur,Nom4941,Prénom2657,email2498@test.com,64 Rue Fictive,75527,Paris,France,,,822941,932018,True,Principale,False,65,,85 Rue Imaginaire,,,75170,0,,,31,,3,5,True,,3 étoiles,,9096,47 Avenue Virtuelle,751044XX1807,2,93889
7510127124535,10/4/2023,3/10/2023,,,False,,1850,962576-xxxx-yyyy-zzzz-8546,Madame,Nom249,Prénom824,email4072@test.com,65 Rue Fictive,75070,Paris,France,,,422333,799370,True,Location,True,71,,67 Rue Imaginaire,,,75434,10,,,14,,1,1,True,,5 étoiles,,1330,79 Avenue Virtuelle,751029XX1226,12,24522
7510191909021,16/12/2023,10/5/2023,,,False,,4575,411570-xxxx-yyyy-zzzz-8384,Monsieur,Nom2163,Prénom4261,email4511@test.com,52 Rue Fictive,75087,Paris,France,,,767784,704056,False,Secondaire,True,90,,11 Rue Imaginaire,,,75555,3,,,50,,4,2,False,,Non classé,,1393,5 Avenue Virtuelle,751088XX5305,14,26169
7510169059603,13/11/2023,2/9/2023,,,False,,4996,142614-xxxx-yyyy-zzzz-2818,Monsieur,Nom1923,Prénom2217,email2289@test.com,49 Rue Fictive,75382,Paris,France,,,287121,251238,False,Secondaire,False,85,,53 Rue Imaginaire,,,75902,10,,,32,,1,5,True,,3 étoiles,,7226,2 Avenue Virtuelle,751055XX9111,18,23071
7510110226689,22/2/2023,13/3/2023,,,False,,2345,453247-xxxx-yyyy-zzzz-5300,Madame,Nom2312,Prénom4356,email2017@test.com,60 Rue Fictive,75425,Paris,France,,,714869,273883,True,Principale,False,22,,32 Rue Imaginaire,,,75812,1,,,35,,2,3,False,,Non classé,,9803,82 Avenue Virtuelle,751079XX8814,10,25162
7510152910427,25/10/2023,10/8/2023,,,True,,3286,272617-xxxx-yyyy-zzzz-7483,Monsieur,Nom91,Prénom1765,email1186@test.com,53 Rue Fictive,75252,Paris,France,,,847859,486173,False,Secondaire,True,99,,33 Rue Imaginaire,,,75625,8,,,32,,3,4,True,,Non classé,,4102,35 Avenue Virtuelle,751097XX1809,8,68422
7510167417640,15/12/2023,12/4/2023,,,True,,4371,104688-xxxx-yyyy-zzzz-9567,Monsieur,Nom1928,Prénom224,email4811@test.com,19 Rue Fictive,75191,Paris,France,,,643556,116280,True,Secondaire,False,85,,90 Rue Imaginaire,,,75386,0,,,11,,1,1,True,,4 étoiles,,8585,26 Avenue Virtuelle,751051XX2608,2,94209
7510122562961,27/4/2023,18/1/2023,,,False,,3204,681283-xxxx-yyyy-zzzz-3326,Madame,Nom822,Prénom3096,email4814@test.com,74 Rue Fictive,75559,Paris,France,,,159111,121111,True,Principale,False,84,,61 Rue Imaginaire,,,75655,6,,,50,,1,4,False,,Non classé,,6763,34 Avenue Virtuelle,751025XX1452,5,99446
7510151578652,23/7/2023,16/12/2023,,,True,,3779,324352-xxxx-yyyy-zzzz-7733,Monsieur,Nom3802,Prénom3510,email738@test.com,71 Rue Fictive,75029,Paris,France,,,292565,305033,False,Principale,False,30,,48 Rue Imaginaire,,,75493,4,,,7,,4,5,True,,3 étoiles,,4749,26 Avenue Virtuelle,751098XX7446,10,82178
7510124783625,2/11/2023,13/1/2023,,,True,,3822,241025-xxxx-yyyy-zzzz-6805,Monsieur,Nom3189,Prénom1254,email2979@test.com,71 Rue Fictive,75773,Paris,France,,,807197,711827,False,Secondaire,True,6,,64 Rue Imaginaire,,,75410,5,,,8,,3,2,True,,5 étoiles,,3832,16 Avenue Virtuelle,751035XX5589,3,44405
7510127551563,9/2/2023,23/5/2023,,,True,,1015,480281-xxxx-yyyy-zzzz-8037,Monsieur,Nom4230,Prénom4109,email1672@test.com,25 Rue Fictive,75008,Paris,France,,,259268,938565,False,Location,True,22,,94 Rue Imaginaire,,,75791,2,,,30,,4,4,True,,Non classé,,1965,48 Avenue Virtuelle,751074XX9503,1,74007
7510102786579,3/2/2023,22/7/2023,,,True,,144,490228-xxxx-yyyy-zzzz-1850,Monsieur,Nom4234,Prénom1818,email4101@test.com,85 Rue Fictive,75681,Paris,France,,,625616,203110,False,Principale,False,94,,58 Rue Imaginaire,,,75489,0,,,40,,2,3,False,,5 étoiles,,2904,33 Avenue Virtuelle,751072XX3516,12,97212
7510169148257,24/4/2023,11/12/2023,,,True,,3327,162871-xxxx-yyyy-zzzz-4694,Madame,Nom2685,Prénom2235,email4733@test.com,22 Rue Fictive,75939,Paris,France,,,470669,252823,False,Location,False,18,,26 Rue Imaginaire,,,75430,10,,,32,,1,1,False,,5 étoiles,,8337,84 Avenue Virtuelle,751059XX9466,5,74432
7510148085650,19/1/2023,9/9/2023,,,False,,3058,941403-xxxx-yyyy-zzzz-1787,Monsieur,Nom1008,Prénom2574,email1290@test.com,88 Rue Fictive,75340,Paris,France,,,620696,468893,False,Location,True,97,,54 Rue Imaginaire,,,75825,0,,,14,,1,4,True,,3 étoiles,,3482,7 Avenue Virtuelle,751032XX8965,18,42324
7510154159616,26/4/2023,11/6/2023,,,True,,2395,856230-xxxx-yyyy-zzzz-4624,Monsieur,Nom1396,Prénom1804,email1010@test.com,90 Rue Fictive,75630,Paris,France,,,940881,585298,False,Secondaire,False,13,,49 Rue Imaginaire,,,75030,6,,,16,,3,1,False,,5 étoiles,,4179,80 Avenue Virtuelle,751072XX7690,13,95887
7510183960490,27/4/2023,1/4/2023,,,True,,284,251102-xxxx-yyyy-zzzz-5428,Monsieur,Nom857,Prénom1669,email2545@test.com,38 Rue Fictive,75347,Paris,France,,,292381,904994,False,Location,True,83,,83 Rue Imaginaire,,,75023,10,,,6,,4,4,True,,Non classé,,6153,39 Avenue Virtuelle,751052XX2775,10,85000
7510127814102,20/11/2023,8/9/2023,,,False,,2352,508592-xxxx-yyyy-zzzz-7331,Monsieur,Nom1043,Prénom3966,email2821@test.com,73 Rue Fictive,75269,Paris,France,,,477379,120886,True,Secondaire,False,92,,31 Rue Imaginaire,,,75560,8,,,12,,2,4,True,,5 étoiles,,4861,40 Avenue Virtuelle,751011XX5034,14,83664
7510177741569,26/5/2023,23/10/2023,,,False,,2610,304047-xxxx-yyyy-zzzz-8853,Madame,Nom3499,Prénom437,email2816@test.com,52 Rue Fictive,75471,Paris,France,,,871331,594378,False,Principale,True,20,,60 Rue Imaginaire,,,75122,7,,,30,,3,1,False,,Non classé,,7836,21 Avenue Virtuelle,751020XX6646,19,86856
7510170062536,22/6/2023,3/3/2023,,,False,,2403,216209-xxxx-yyyy-zzzz-9370,Monsieur,Nom2986,Prénom1105,email4267@test.com,12 Rue Fictive,75076,Paris,France,,,616486,317277,True,Location,False,51,,35 Rue Imaginaire,,,75079,4,,,40,,1,3,False,,Non classé,,8933,24 Avenue Virtuelle,751073XX5002,4,93856
