Commune,Numéro de voie,Complément et répétition du numéro de voie,Type et nom de la voie,Code postal,Identifiant de l'adresse sur la base adresse nationale (BAN) (facultatif),Bâtiment,Escalier,Etage,Numéro de porte ou d'appartement,Identifiant de lot,Numéro de déclaration du meublé,Nombre total de nuitées de location du 1er janvier 2023 au 31 décembre 2023,Nombre total de nuitées de location du 1er janvier 2024 au 31 décembre 2024,Nom du loueur,Si le local constitue la résidence principale du loueur,Si le local constitue la résidence secondaire du loueur
Paris,70,,rue de Rennes,75006,,,,,,,7510174781832,80,40,Manon Dupuis,non,oui
Paris,13,,rue de Rivoli,75001,,,,,,,7510109750648,290,160,Alice Roux,non,oui # ID en Doublon
Paris,20,,rue du Louvre,75001,,,,,,,7510156793263,50,20,Thomas Leclerc,oui,non
Paris,80,,avenue des Ternes,75017,,,,,,,7510104398247,250,130,Hugo Lambert,oui,non
Paris,650,,rue Lecourbe,75015,,,,,,,7510118126568,132,80,Anna Lucas,non,oui
Paris,90,,rue de Belleville,75020,,,,,,,7510186093257,140,80,Chloé Gillet,non,oui
Paris,510,,rue de la Croix Nivert,75015,,,,,,,7510195109320,245,128,Eva Remy,non,oui
Paris,460,,boulevard de Grenelle,75015,,,,,,,7510101412708,138,82,Tom Guillot,oui,non
Paris,810,,rue Lecourbe,75015,,,,,,,7510147677366,88,50,Sarah Guillaume,non,oui
Paris,440,,rue de Vaugirard,75015,,,,,,,7510131995391,78,42,Lucas Dupuy,non,oui
Paris,620,,rue de Vaugirard,75015,,,,,,,7510150134875,108,63,Hugo Thomas,oui,non
Paris,650,,rue Lecourbe,75015,,,,,,,7648750955419,132,80,Anna Lucas,non,oui
Paris,15,,avenue Montaigne,75008,,,,,,,7510187006293,150,90,Alice Roux,non,oui
Paris,40,,avenue de l'Opéra,75009,,,,,,,7510198725945,100,60,Lucas Fournier,non,oui
Paris,690,,rue de Lourmel,75015,,,,,,,7510141704234,62,34,Lina Barbier,non,oui
Paris,690,,rue de Lourmel,75015,,,,,,,7510198701444,62,34,Lina Barbier,non,oui
Paris,850,,rue de Lourmel,75015,,,,,,,7510176197692,58,30,Lina Perrier,non,oui
Paris,23,,rue de la Paix,75002,,,,,,,7510162724591,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,750,,rue de Vaugirard,75015,,,,,,,75251749937739,272,148,Clémence Lemaire,non,oui
Paris,570,,rue de Lourmel,75015,,,,,,,7510175978228,55,29,Lina Guerin,non,oui
Paris,10,,rue de la Paix,75002,,,,,,,7510173314827,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,33,,rue de Belleville,75020,,,,,,,7510122732555,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,500,,rue de Vaugirard,75015,,,,,,,7646113893691,68,36,Enzo Aubert,non,oui
Paris,40,,avenue de l'Opéra,75009,,,,,,,7510162188520,100,60,Lucas Fournier,non,oui
Paris,440,,rue de Vaugirard,75015,,,,,,,7510100000048,78,42,Lucas Dupuy,non,oui
Paris,940,,rue de Vaugirard,75015,,,,,,,7510158391495,282,155,Mathis Colin,non,oui
Paris,800,,rue de Vaugirard,75015,,,,,,,8435SYLSOPITM,178,105,Maxence Gaillard,oui,non
Paris,880,,rue de Vaugirard,75015,,,,,,,BYOCUE2IFJV2H,175,102,Maxence Le Roux,oui,non
Paris,390,,rue de la Croix Nivert,75015,,,,,,,7510181382562,155,92,Eva Garnier,non,oui
Paris,540,,boulevard de Grenelle,75015,,,,,,,7510114783262,82,48,Tom Blanchard,oui,non
Paris,970,,rue Lecourbe,75015,,,,,,,7510181718976,222,112,Sarah Robin,non,oui
Paris,780,,rue de Vaugirard,75015,,,,,,,7510193484274,248,125,Mathis Chevalier,non,oui
Paris,900,,boulevard de Grenelle,75015,,,,,,,7510156464531,110,62,Tom Michel,oui,non
Paris,830,,rue de Vaugirard,75015,,,,,,,7510100000030,298,170,Clémence Carpentier,non,oui
Paris,500,,rue de Vaugirard,75015,,,,,,,75372607809137,68,36,Enzo Aubert,non,oui
Paris,510,,rue de la Croix Nivert,75015,,,,,,,7510126404219,245,128,Eva Remy,non,oui
Paris,880,,rue de Vaugirard,75015,,,,,,,7510106071922,175,102,Maxence Le Roux,oui,non
Paris,630,,rue de la Croix Nivert,75015,,,,,,,7510142518206,72,39,Sofia Dupont,non,oui
Paris,40,,avenue de l'Opéra,75009,,,,,,,7510129839380,100,60,Lucas Fournier,non,oui
Paris,38,,rue de Montmartre,75002,,,,,,,7510116926248,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,30,,rue de Rivoli,75004,,,,,,,7510156092786,200,120,Julie Moreau,non,oui
Paris,470,,rue de Vaugirard,75015,,,,,,,7510112608063,58,31,Chloé Lecomte,non,oui
Paris,990,,rue de Vaugirard,75015,,,,,,,BOJ3Q0WCHFYBA,162,95,Clémence Aubry,non,oui
Paris,25,,rue de Rivoli,75001,,,,,,,7510175485137,210,110,Sophie Chevalier,non,oui # ID en Doublon
Paris,570,,rue de Lourmel,75015,,,,,,,7510137665991,55,29,Lina Guerin,non,oui
Paris,790,,rue de la Croix Nivert,75015,,,,,,,7510131755120,125,74,Eva Vincent,non,oui
Paris,27,,rue de Belleville,75020,,,,,,,7678576070633,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,370,,rue de Lourmel,75015,,,,,,,7510192065518,48,22,Lina Royer,non,oui
Paris,11,,rue de Rivoli,75001,,,,,,,7510107603664,300,180,Paul Bertrand,non,oui # ID en Doublon
Paris,920,,rue de Javel,75015,,,,,,,7510187355602,148,88,Leo Jacques,oui,non
Paris,890,,rue Lecourbe,75015,,,,,,,7510167717530,95,55,Sofia David,non,oui
Paris,11,,rue de Rivoli,75001,,,,,,,7620186487834,300,180,Paul Bertrand,non,oui # ID en Doublon
Paris,700,,rue de Vaugirard,75015,,,,,,,7510144021562,228,115,Enzo Peltier,oui,non
Paris,450,,rue Lecourbe,75015,,,,,,,7510159848708,255,132,Anna Berge,non,oui
Paris,990,,rue de Vaugirard,75015,,,,,,,7510142920608,162,95,Clémence Aubry,non,oui
Paris,200,,rue de la Convention,75015,,,,,,,7510145746973,105,55,Raphaël Bernard,oui,non
Paris,940,,rue de Vaugirard,75015,,,,,,,7510154649394,282,155,Mathis Colin,non,oui
Paris,290,,rue de Vaugirard,75015,,,,,,,7510126956108,240,125,Océane Dubois,non,oui
Paris,620,,rue de Vaugirard,75015,,,,,,,7510176066998,108,63,Hugo Thomas,oui,non
Paris,90,,rue de Belleville,75020,,,,,,,7510181689627,140,80,Chloé Gillet,non,oui
Paris,680,,rue de Javel,75015,,,,,,,7510188428841,158,95,Mathis Leroy,oui,non
Paris,450,,rue Lecourbe,75015,,,,,,,7510151173258,255,132,Anna Berge,non,oui
Paris,490,,rue de Lourmel,75015,,,,,,,7510106673594,142,86,Lina Lamy,non,oui
Paris,20,,rue de Montmartre,75002,,,,,,,7510148977326,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,910,,rue de Vaugirard,75015,,,,,,,YUKWZ8CQDN25O,268,145,Clémence Fontaine,non,oui
Paris,560,,rue de Javel,75015,,,,,,,7510118350995,165,98,Leo Arnaud,oui,non
Paris,960,,rue de Vaugirard,75015,,,,,,,7688835959052,55,30,Maxence Germain,oui,non
Paris,900,,boulevard de Grenelle,75015,,,,,,,7510184926325,110,62,Tom Michel,oui,non
Paris,10,,rue de la Paix,75002,,,,,,,7510129588148,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,650,,rue Lecourbe,75015,,,,,,,7510185897771,132,80,Anna Lucas,non,oui
Paris,320,,rue de la Convention,75015,,,,,,,7510121836931,95,52,Ethan Brun,oui,non
Paris,630,,rue de la Croix Nivert,75015,,,,,,,7510196419132,72,39,Sofia Dupont,non,oui
Paris,870,,rue de la Croix Nivert,75015,,,,,,,7510153237020,120,72,Eva Lambert,non,oui
Paris,790,,rue de la Croix Nivert,75015,,,,,,,UMGQO0OL1F3TI,125,74,Eva Vincent,non,oui
Paris,230,,rue de Tolbiac,75013,,,,,,,7510142157628,85,45,Louise Durand,non,oui
Paris,890,,rue Lecourbe,75015,,,,,,,7510169967521,95,55,Sofia David,non,oui
Paris,580,,rue de Vaugirard,75015,,,,,,,7510168989079,235,120,Mathis Robin,non,oui
Paris,220,,boulevard Voltaire,75011,,,,,,,7510102290708,185,105,Valentin Robert,oui,non
Paris,730,,rue Lecourbe,75015,,,,,,,7510179522725,92,52,Sofia Gillet,non,oui
Paris,240,,avenue de Saint-Ouen,75018,,,,,,,7510141604253,260,135,Maxime Morel,non,oui
Paris,590,,rue de la Croix Nivert,75015,,,,,,,7510167219746,128,78,Eva Meyer,non,oui
Paris,980,,boulevard de Grenelle,75015,,,,,,,7510115008007,112,68,Tom Louis,oui,non
Paris,230,,rue de Tolbiac,75013,,,,,,,GNGDW5K5T7HQ8,85,45,Louise Durand,non,oui
Paris,630,,rue de la Croix Nivert,75015,,,,,,,7510198632624,72,39,Sofia Dupont,non,oui
Paris,21,,rue de Belleville,75020,,,,,,,7510144830719,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,940,,rue de Vaugirard,75015,,,,,,,7510175846033,282,155,Mathis Colin,non,oui
Paris,19,,rue de Rivoli,75001,,,,,,,7510155842138,250,130,Julie Moreau,non,oui # ID en Doublon
Paris,20,,rue de Montmartre,75002,,,,,,,7510118637137,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,990,,rue de Vaugirard,75015,,,,,,,7605496814856,162,95,Clémence Aubry,non,oui
Paris,28,,rue de Rivoli,75001,,,,,,,7510143995434,190,100,Antoine Garcia,non,oui # ID en Doublon
Paris,21,,rue de Belleville,75020,,,,,,,Q3UA0YN84NN2Z,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,17,,rue de la Paix,75002,,,,,,,75595768384817,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,940,,rue de Vaugirard,75015,,,,,,,7510156775064,282,155,Mathis Colin,non,oui
Paris,980,,boulevard de Grenelle,75015,,,,,,,7510189518278,112,68,Tom Louis,oui,non
Paris,540,,boulevard de Grenelle,75015,,,,,,,7510170622243,82,48,Tom Blanchard,oui,non
Paris,470,,rue de Vaugirard,75015,,,,,,,7510104954638,58,31,Chloé Lecomte,non,oui
Paris,190,,avenue de Wagram,75017,,,,,,,7510169412194,160,95,Inès Thomas,non,oui
Paris,36,,rue de Belleville,75020,,,,,,,7510199144849,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,390,,rue de la Croix Nivert,75015,,,,,,,N831X1FH3BJOY,155,92,Eva Garnier,non,oui
Paris,700,,rue de Vaugirard,75015,,,,,,,7510152808342,228,115,Enzo Peltier,oui,non
Paris,30,,rue de Belleville,75020,,,,,,,7510109403778,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,270,,rue de Belleville,75019,,,,,,,7510101188753,175,100,Manon Lefevre,non,oui
Paris,480,,rue de Javel,75015,,,,,,,7510193035664,275,152,Mathis Olivier,non,oui
Paris,46,,rue de Rivoli,75001,,,,,,,7510117521355,70,40,Louis Clement,non,oui # ID en Doublon
Paris,50,,rue Montmartre,75002,,,,,,,7510188815598,120,70,Sophie Chevalier,oui,non
Paris,460,,boulevard de Grenelle,75015,,,,,,,7510139800638,138,82,Tom Guillot,oui,non
Paris,950,,rue de la Croix Nivert,75015,,,,,,,75888807925049,155,90,Eva Dufour,non,oui
Paris,23,,rue de la Paix,75002,,,,,,,7510117530022,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,790,,rue de la Croix Nivert,75015,,,,,,,7510199166795,125,74,Eva Vincent,non,oui
Paris,70,,rue de Rennes,75006,,,,,,,7510165532908,80,40,Manon Dupuis,non,oui
Paris,280,,avenue Jean Jaurès,75019,,,,,,,7510161754840,75,38,Théo Caron,oui,non
Paris,27,,rue de Belleville,75020,,,,,,,SFG8ZBT2UFBK8,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,440,,rue de Vaugirard,75015,,,,,,,7510137840796,78,42,Lucas Dupuy,non,oui
Paris,680,,rue de Javel,75015,,,,,,,7510196350802,158,95,Mathis Leroy,oui,non
Paris,830,,rue de Vaugirard,75015,,,,,,,7510170859156,298,170,Clémence Carpentier,non,oui
Paris,39,,rue de Belleville,75020,,,,,,,7510167989982,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,260,,rue du Faubourg Saint-Antoine,75012,,,,,,,7510105329361,55,35,Clément Renaud,non,oui
Paris,660,,boulevard de Grenelle,75015,,,,,,,GKSQQMF7SHJ0P,58,32,Tom Moreau,oui,non
Paris,20,,rue du Louvre,75001,,,,,,,7510152747274,50,20,Thomas Leclerc,oui,non
Paris,570,,rue de Lourmel,75015,,,,,,,7510136438724,55,29,Lina Guerin,non,oui
Paris,520,,rue de Vaugirard,75015,,,,,,,7510112236238,122,75,Maxence Rolland,oui,non
Paris,15,,rue de Belleville,75020,,,,,,,GU8WPMTUC981A,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,180,,rue du Temple,75003,,,,,,,7510123760909,290,160,Gabriel Martin,non,oui
Paris,280,,avenue Jean Jaurès,75019,,,,,,,7510114505404,75,38,Théo Caron,oui,non
Paris,730,,rue Lecourbe,75015,,,,,,,7510195525834,92,52,Sofia Gillet,non,oui
Paris,37,,rue de Rivoli,75001,,,,,,,7510155425880,130,70,Chloé Gillet,non,oui # ID en Doublon
Paris,90,,rue de Belleville,75020,,,,,,,7510109640117,140,80,Chloé Gillet,non,oui
Paris,70,,rue de Rennes,75006,,,,,,,7510152847489,80,40,Manon Dupuis,non,oui
Paris,20,,rue du Louvre,75001,,,,,,,7510100635535,50,20,Thomas Leclerc,oui,non
Paris,520,,rue de Vaugirard,75015,,,,,,,7510197218226,122,75,Maxence Rolland,oui,non
Paris,12,,rue de Belleville,75020,,,,,,,7510189251308,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,40,,avenue de l'Opéra,75009,,,,,,,7510184496541,100,60,Lucas Fournier,non,oui
Paris,30,,rue de Rivoli,75004,,,,,,,7670612003457,200,120,Julie Moreau,non,oui
Paris,940,,rue de Vaugirard,75015,,,,,,,7510145052131,282,155,Mathis Colin,non,oui
Paris,12,,rue de Belleville,75020,,,,,,,7510106421321,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,380,,rue de Vaugirard,75015,,,,,,,75925468494967,285,155,Mathis Richard,non,oui
Paris,760,,rue de Javel,75015,,,,,,,7510142721063,152,92,Leo Mercier,oui,non
Paris,43,,rue de Rivoli,75001,,,,,,,7510137613289,90,50,Camille Blanc,non,oui # ID en Doublon
Paris,870,,rue de la Croix Nivert,75015,,,,,,,7510124430292,120,72,Eva Lambert,non,oui
Paris,610,,rue de la Convention,75015,,,,,,,75555764573304,92,55,Sarah Rodrigues,non,oui
Paris,5,,rue de la Paix,75002,,,,,,,75361087284996,280,150,Paul Bertrand,non,oui
Paris,260,,rue du Faubourg Saint-Antoine,75012,,,,,,,75642479170806,55,35,Clément Renaud,non,oui
Paris,940,,rue de Vaugirard,75015,,,,,,,7510136234185,282,155,Mathis Colin,non,oui
Paris,46,,rue de Rivoli,75001,,,,,,,7510173076512,70,40,Louis Clement,non,oui # ID en Doublon
Paris,210,,rue Lafayette,75010,,,,,,,7510118915580,125,72,Charlotte Petit,non,oui
Paris,28,,rue de Rivoli,75001,,,,,,,75332182298578,190,100,Antoine Garcia,non,oui # ID en Doublon
Paris,450,,rue Lecourbe,75015,,,,,,,7510137394416,255,132,Anna Berge,non,oui
Paris,290,,rue de Vaugirard,75015,,,,,,,7510185726387,240,125,Océane Dubois,non,oui
Paris,620,,rue de Vaugirard,75015,,,,,,,7510181449611,108,63,Hugo Thomas,oui,non
Paris,440,,rue de Vaugirard,75015,,,,,,,75698054761237,78,42,Lucas Dupuy,non,oui
Paris,140,,rue de Rivoli,75001,,,,,,,7510149507690,70,30,Arthur Lemaire,non,oui
Paris,32,,rue de Montmartre,75002,,,,,,,7510106413062,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,15,,avenue Montaigne,75008,,,,,,,7510183428054,150,90,Alice Roux,non,oui
Paris,600,,rue de Vaugirard,75015,,,,,,,7510126561994,172,105,Maxence Benard,oui,non
Paris,320,,rue de la Convention,75015,,,,,,,75717212435568,95,52,Ethan Brun,oui,non
Paris,950,,rue de la Croix Nivert,75015,,,,,,,7510110981915,155,90,Eva Dufour,non,oui
Paris,33,,rue de Belleville,75020,,,,,,,TWS3OFKM84YOP,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,510,,rue de la Croix Nivert,75015,,,,,,,7510118396455,245,128,Eva Remy,non,oui
Paris,28,,rue de Rivoli,75001,,,,,,,7510197658237,190,100,Antoine Garcia,non,oui # ID en Doublon
Paris,90,,rue de Belleville,75020,,,,,,,75608483948940,140,80,Chloé Gillet,non,oui
Paris,350,,rue de Vaugirard,75015,,,,,,,7510146988634,265,145,Clémence Lacroix,non,oui
Paris,930,,rue de Lourmel,75015,,,,,,,7692515600277,42,25,Lina Leroy,non,oui
Paris,48,,rue de Belleville,75020,,,,,,,7510176524268,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,20,,rue du Louvre,75001,,,,,,,7510151850608,50,20,Thomas Leclerc,oui,non
Paris,120,,rue du Faubourg Saint-Honoré,75008,,,,,,,7673107619266,90,50,Louis Clement,non,oui
Paris,240,,avenue de Saint-Ouen,75018,,,,,,,7510186630863,260,135,Maxime Morel,non,oui
Paris,550,,rue de Vaugirard,75015,,,,,,,BOWF1JCNXMHGE,295,165,Clémence Clement,non,oui
Paris,35,,rue de la Paix,75002,,,,,,,7510161871576,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,100,,rue de Richelieu,75002,,,,,,,7510164014295,45,15,Nathan Fabre,oui,non
Paris,490,,rue de Lourmel,75015,,,,,,,7510180647776,142,86,Lina Lamy,non,oui
Paris,380,,rue de Vaugirard,75015,,,,,,,7510194673021,285,155,Mathis Richard,non,oui
Paris,680,,rue de Javel,75015,,,,,,,7510157890480,158,95,Mathis Leroy,oui,non
Paris,22,,rue de Rivoli,75001,,,,,,,7634757255336,230,120,Lucas Fournier,non,oui # ID en Doublon
Paris,60,,boulevard Haussmann,75009,,,,,,,7679769164193,300,180,Antoine Garcia,non,oui
Paris,170,,rue de Vaugirard,75015,,,,,,,MJCZBXVU0ABC1,60,25,Clara Gerard,non,oui
Paris,37,,rue de Rivoli,75001,,,,,,,7510117151543,130,70,Chloé Gillet,non,oui # ID en Doublon
Paris,380,,rue de Vaugirard,75015,,,,,,,75900896886380,285,155,Mathis Richard,non,oui
Paris,900,,boulevard de Grenelle,75015,,,,,,,7510126707094,110,62,Tom Michel,oui,non
Paris,30,,rue de Rivoli,75004,,,,,,,7510107011963,200,120,Julie Moreau,non,oui
Paris,32,,rue de Montmartre,75002,,,,,,,7510143668198,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,290,,rue de Vaugirard,75015,,,,,,,7510107187567,240,125,Océane Dubois,non,oui
Paris,12,,rue de Belleville,75020,,,,,,,7510159630352,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,280,,avenue Jean Jaurès,75019,,,,,,,7608678463611,75,38,Théo Caron,oui,non
Paris,410,,rue de la Convention,75015,,,,,,,8PWSBP82ARCZC,180,102,Sarah Fernandes,non,oui
Paris,48,,rue de Belleville,75020,,,,,,,7510188491758,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,35,,rue de la Paix,75002,,,,,,,75845639463598,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,540,,boulevard de Grenelle,75015,,,,,,,7510103383229,82,48,Tom Blanchard,oui,non
Paris,46,,rue de Rivoli,75001,,,,,,,7510111136791,70,40,Louis Clement,non,oui # ID en Doublon
Paris,80,,avenue des Ternes,75017,,,,,,,7510140442524,250,130,Hugo Lambert,oui,non
Paris,960,,rue de Vaugirard,75015,,,,,,,7510112680117,55,30,Maxence Germain,oui,non
Paris,880,,rue de Vaugirard,75015,,,,,,,7510163285900,175,102,Maxence Le Roux,oui,non
Paris,920,,rue de Javel,75015,,,,,,,7510175800109,148,88,Leo Jacques,oui,non
Paris,10,,rue de la Paix,75002,,,,,,,7510119517093,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,970,,rue Lecourbe,75015,,,,,,,PFNHZQT9ZXYDM,222,112,Sarah Robin,non,oui
Paris,40,,avenue de l'Opéra,75009,,,,,,,7510154315920,100,60,Lucas Fournier,non,oui
Paris,10,,rue de la Paix,75002,,,,,,,7510105370889,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,680,,rue de Javel,75015,,,,,,,75953065327800,158,95,Mathis Leroy,oui,non
Paris,5,,rue de la Paix,75002,,,,,,,7510137807013,280,150,Paul Bertrand,non,oui
Paris,840,,rue de Javel,75015,,,,,,,7510145195430,168,100,Leo Philippe,oui,non
Paris,920,,rue de Javel,75015,,,,,,,7510102290708,148,88,Leo Jacques,oui,non
Paris,50,,rue Montmartre,75002,,,,,,,7510113746989,120,70,Sophie Chevalier,oui,non
Paris,36,,rue de Belleville,75020,,,,,,,75666538662341,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,740,,boulevard de Grenelle,75015,,,,,,,7510148304523,105,60,Tom Berger,oui,non
Paris,810,,rue Lecourbe,75015,,,,,,,U8PU1QG0AV1EW,88,50,Sarah Guillaume,non,oui
Paris,210,,rue Lafayette,75010,,,,,,,7510157392621,125,72,Charlotte Petit,non,oui
Paris,640,,rue de Vaugirard,75015,,,,,,,7510129390350,250,130,Lucas Bernard,non,oui
Paris,33,,rue de Belleville,75020,,,,,,,NBSFHS52TC3RV,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,820,,boulevard de Grenelle,75015,,,,,,,7510133140194,115,65,Tom Leclerc,oui,non
Paris,730,,rue Lecourbe,75015,,,,,,,7510188569003,92,52,Sofia Gillet,non,oui
Paris,480,,rue de Javel,75015,,,,,,,75720489930678,275,152,Mathis Olivier,non,oui
Paris,720,,rue de Vaugirard,75015,,,,,,,7510175651128,182,108,Maxence Legall,oui,non
Paris,28,,rue de Rivoli,75001,,,,,,,CL60YF4NCDP61,190,100,Antoine Garcia,non,oui # ID en Doublon
Paris,80,,avenue des Ternes,75017,,,,,,,7510141004884,250,130,Hugo Lambert,oui,non
Paris,560,,rue de Javel,75015,,,,,,,ZYQUXXGE9EN12,165,98,Leo Arnaud,oui,non
Paris,40,,avenue de l'Opéra,75009,,,,,,,7510185837228,100,60,Lucas Fournier,non,oui
Paris,360,,rue de Javel,75015,,,,,,,7510168987138,145,88,Leo Dupont,oui,non
Paris,250,,rue Oberkampf,75011,,,,,,,7510156424460,135,85,Léa Fournier,oui,non
Paris,270,,rue de Belleville,75019,,,,,,,7510177929250,175,100,Manon Lefevre,non,oui
Paris,970,,rue Lecourbe,75015,,,,,,,7510112457465,222,112,Sarah Robin,non,oui
Paris,150,,boulevard Saint-Germain,75006,,,,,,,7510184508492,270,140,Emma Picard,non,oui
Paris,970,,rue Lecourbe,75015,,,,,,,7510131015721,222,112,Sarah Robin,non,oui
Paris,50,,rue de Montmartre,75002,,,,,,,7510122414557,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,46,,rue de Rivoli,75001,,,,,,,7603630754098,70,40,Louis Clement,non,oui # ID en Doublon
Paris,780,,rue de Vaugirard,75015,,,,,,,7510184466629,248,125,Mathis Chevalier,non,oui
Paris,15,,avenue Montaigne,75008,,,,,,,7510186359888,150,90,Alice Roux,non,oui
Paris,31,,rue de Rivoli,75001,,,,,,,7510116951273,170,90,Manon Dupuis,non,oui # ID en Doublon
Paris,39,,rue de Belleville,75020,,,,,,,7510141831671,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,190,,avenue de Wagram,75017,,,,,,,75304939618435,160,95,Inès Thomas,non,oui
Paris,32,,rue de Montmartre,75002,,,,,,,7510129725731,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,920,,rue de Javel,75015,,,,,,,7510128283283,148,88,Leo Jacques,oui,non
Paris,630,,rue de la Croix Nivert,75015,,,,,,,7510140190505,72,39,Sofia Dupont,non,oui
Paris,25,,rue de Rivoli,75001,,,,,,,7510154509494,210,110,Sophie Chevalier,non,oui # ID en Doublon
Paris,720,,rue de Vaugirard,75015,,,,,,,0FMARCP3GZ352,182,108,Maxence Legall,oui,non
Paris,900,,boulevard de Grenelle,75015,,,,,,,7510182216382,110,62,Tom Michel,oui,non
Paris,30,,rue de Belleville,75020,,,,,,,7510199865963,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,940,,rue de Vaugirard,75015,,,,,,,7510196663358,282,155,Mathis Colin,non,oui
Paris,19,,rue de Rivoli,75001,,,,,,,7510149242786,250,130,Julie Moreau,non,oui # ID en Doublon
Paris,20,,rue de Montmartre,75002,,,,,,,7510195385894,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,27,,rue de Belleville,75020,,,,,,,9B0KMFHQ0T0X7,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,600,,rue de Vaugirard,75015,,,,,,,75389557380002,172,105,Maxence Benard,oui,non
Paris,360,,rue de Javel,75015,,,,,,,75291760221037,145,88,Leo Dupont,oui,non
Paris,23,,rue de la Paix,75002,,,,,,,7510112270473,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,36,,rue de Belleville,75020,,,,,,,7510121564913,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,960,,rue de Vaugirard,75015,,,,,,,7510166795823,55,30,Maxence Germain,oui,non
Paris,970,,rue Lecourbe,75015,,,,,,,9J60WG7INTUMN,222,112,Sarah Robin,non,oui
Paris,480,,rue de Javel,75015,,,,,,,7510188105670,275,152,Mathis Olivier,non,oui
Paris,840,,rue de Javel,75015,,,,,,,7510140500300,168,100,Leo Philippe,oui,non
Paris,380,,rue de Vaugirard,75015,,,,,,,7510179409997,285,155,Mathis Richard,non,oui
Paris,230,,rue de Tolbiac,75013,,,,,,,7510123758919,85,45,Louise Durand,non,oui
Paris,400,,rue de Vaugirard,75015,,,,,,,VYNS4DK04YC3F,52,28,Maxence Faure,oui,non
Paris,45,,rue de Belleville,75020,,,,,,,7510154337765,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,14,,rue de Montmartre,75002,,,,,,,7510140362602,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,120,,rue du Faubourg Saint-Honoré,75008,,,,,,,75269939162353,90,50,Louis Clement,non,oui
Paris,860,,rue de Vaugirard,75015,,,,,,,7510159549511,238,122,Mathis Guillou,non,oui
Paris,740,,boulevard de Grenelle,75015,,,,,,,7510166635747,105,60,Tom Berger,oui,non
Paris,610,,rue de la Convention,75015,,,,,,,7510162621266,92,55,Sarah Rodrigues,non,oui
Paris,5,,rue de la Paix,75002,,,,,,,7510117521355,280,150,Paul Bertrand,non,oui
Paris,170,,rue de Vaugirard,75015,,,,,,,75626821966114,60,25,Clara Gerard,non,oui
Paris,45,,rue de Belleville,75020,,,,,,,7510146118266,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,580,,rue de Vaugirard,75015,,,,,,,M4FPYGYSTKXFK,235,120,Mathis Robin,non,oui
Paris,660,,boulevard de Grenelle,75015,,,,,,,75547518638432,58,32,Tom Moreau,oui,non
Paris,620,,rue de Vaugirard,75015,,,,,,,7510193562516,108,63,Hugo Thomas,oui,non
